image,ground_truth,prediction,confidence,CER
13_10_742_475_791_478_793_504_745_507.jpeg,কাজের,,0.0,1.0
13_11_701_480_742_480_740_512_697_514.jpeg,হাতের,হার,0.61,0.4
14_0_178_49_301_56_303_79_174_75.jpeg,পশ্চিমবঙ্গ,,0.0,1.0
14_1_349_65_433_65_433_81_349_81.jpeg,সরকার,,0.0,1.0
14_2_336_81_552_81_547_120_340_119.jpeg,অভয়ারণ্য,,0.0,1.0
14_3_162_110_231_110_229_135_163_135.jpeg,নদীয়া,,0.0,1.0
14_4_75_70_322_77_319_115_183_116_75_118.jpeg,বেথুয়াডহরী,,0.0,1.0
14_5_233_113_348_118_347_141_229_141.jpeg,মর্শিদাবাদ,,0.0,1.0
14_6_358_112_463_119_459_136_352_137.jpeg,বনবিভাগ,,0.0,1.0
15_0_234_235_287_240_295_268_231_263.jpeg,দর,ঠু ০,0.165,1.5
15_2_121_141_202_145_204_193_109_188.jpeg,ত্রিবেণী,,0.0,1.0
15_3_267_159_351_166_351_208_270_207.jpeg,মহাকুম্ভ,এটি উ-,0.405,1.0
15_4_348_159_443_176_440_215_346_219.jpeg,পূণ্যস্নান,0৬,0.54,1.0
15_5_442_185_462_185_466_208_444_213.jpeg,এ,,0.0,1.0
15_6_202_150_262_160_263_194_203_190.jpeg,তীর্থে,,0.0,1.0
15_7_64_196_119_199_121_222_64_222.jpeg,সাধু,সাধু:,0.7,0.25
15_8_123_198_178_204_180_223_125_218.jpeg,-সন্ত,,0.0,1.0
15_9_262_212_286_214_286_237_261_237.jpeg,ও,,0.0,1.0
15_10_288_207_371_215_373_245_290_233.jpeg,অসংখ্য,,0.0,1.0
15_11_469_227_510_229_505_252_469_255.jpeg,কে,,0.0,1.0
15_12_296_240_380_248_391_276_302_264.jpeg,আমন্ত্রণ,,0.0,1.0
15_13_116_228_223_240_226_262_116_262.jpeg,ভক্তিপূর্ণ,জক্িিপর্ত,0.0,0.4
15_14_379_218_463_223_462_248_379_247.jpeg,ভক্তবৃন্দ,,0.0,1.0
15_15_184_196_255_209_260_233_187_225.jpeg,সমাজ,,0.0,1.0
16_0_578_67_633_65_637_95_579_98.jpeg,অফিস,,0.0,1.0
16_1_628_69_675_69_684_95_631_97.jpeg,উপরে,,0.0,1.0
17_0_172_395_253_395_253_435_172_435.jpeg,বাংলা,,0.0,1.0
17_1_257_400_343_400_343_441_257_441.jpeg,নিজের,,0.0,1.0
17_2_343_404_442_404_442_448_343_448.jpeg,মেয়েকেই,,0.0,1.0
17_3_284_66_350_92_348_123_270_99.jpeg,নিজের,1,0.48,1.0
17_4_346_92_436_106_436_147_343_121.jpeg,মেয়েকেই,,0.0,1.0
17_5_440_125_469_132_474_161_436_154.jpeg,চায়,,0.0,1.0
17_6_686_347_712_354_712_375_679_377.jpeg,বাংলা,,0.0,1.0
17_7_708_351_751_358_751_384_715_382.jpeg,নিজের,,0.0,1.0
17_8_749_362_791_369_788_390_753_387.jpeg,মেয়েকেই,,0.0,1.0
17_9_934_385_977_394_977_417_945_420.jpeg,বাংলা,,0.0,1.0
17_10_438_410_481_420_481_448_433_443.jpeg,চায়,,0.0,1.0
17_11_213_45_274_64_267_102_206_78.jpeg,বাংলা,£7,0.0,1.0
17_12_964_391_1007_394_1002_424_969_420.jpeg,লা নিজের,নানি,0.41,0.5714
18_0_127_227_216_227_216_259_127_259.jpeg,কেন,,0.0,1.0
18_1_260_273_371_273_371_317_260_317.jpeg,নিজের,7নঞ্েরে,0.0,0.8
18_2_368_275_456_275_456_320_368_320.jpeg,মাটিতে,গাডত,0.0,0.6667
18_3_336_340_401_340_401_378_336_378.jpeg,হতে,,0.0,1.0
18_4_342_403_380_403_380_426_342_426.jpeg,পক্ষ,,0.0,1.0
18_5_4_307_57_305_60_326_4_331.jpeg,অসমের,,0.0,1.0
18_6_23_328_64_321_60_344_32_347.jpeg,চাই।,,0.0,1.0
18_7_395_340_474_331_474_398_400_393.jpeg,হয় ?,3,0.2,1.0
18_8_284_404_336_404_336_424_284_424.jpeg,বংলা,হা,0.39,0.75
18_9_184_327_314_327_314_380_184_380.jpeg,'উদ্বাস্তু',জজ,0.29,1.0
18_10_139_275_249_275_249_315_139_315.jpeg,বারবার,,0.0,1.0
18_11_226_221_402_221_402_270_226_270.jpeg,বাঙালিকে,গে,0.0,0.875
19_0_256_224_562_226_566_280_256_284.jpeg,হোয়াইটচ্যাপেল,,0.0,1.0
19_1_565_226_707_226_707_269_565_269.jpeg,স্টেশন,,0.0,1.0
19_2_160_473_230_473_227_491_159_489.jpeg,স্বাগতম,,0.0,1.0
19_3_618_467_665_465_668_485_625_491.jpeg,স্টেশনে,,0.0,1.0
19_4_515_465_618_465_619_485_510_488.jpeg,হোয়াইটচ্যাপেল,,0.0,1.0
20_0_829_285_931_298_926_348_829_337.jpeg,ধর্ষকের,,0.0,1.0
20_1_840_158_1036_177_1019_253_840_221.jpeg,রোকেয়ার,,0.0,1.0
20_2_832_236_954_249_942_300_823_274.jpeg,বাংলা,,0.0,1.0
20_3_855_350_924_350_920_393_853_387.jpeg,নাই,,0.0,1.0
20_5_1028_277_1142_277_1142_330_1036_335.jpeg,বাংলা,,0.0,1.0
20_6_1056_402_1142_406_1136_443_1045_441.jpeg,নাই,,0.0,1.0
20_7_1039_333_1196_341_1194_417_1036_395.jpeg,ধর্ষকে,,0.0,1.0
20_8_1054_197_1142_203_1134_268_1036_266.jpeg,ইল,স্্রী,0.0,2.5
21_0_82_162_583_166_584_286_89_301.jpeg,বামফ্রন্ট,,0.0,1.0
22_0_248_918_312_899_320_926_259_946.jpeg,এখানা,,0.0,1.0
22_1_433_888_469_874_469_893_439_918.jpeg,হয়,,0.0,1.0
22_2_381_860_431_855_439_871_392_893.jpeg,খাবার,,0.0,1.0
22_3_480_874_494_888_478_913_450_893.jpeg,হয় না,হ্যা,0.25,0.6
23_0_954_616_1060_645_1060_770_936_758.jpeg,পি,,0.0,1.0
23_1_1066_639_1179_669_1191_800_1078_776.jpeg,সি.,,0.0,1.0
23_2_1469_699_1694_717_1694_800_1481_805.jpeg,সরণী,,0.0,1.0
23_3_1173_776_1410_782_1404_853_1202_847.jpeg,একডালিয়া,,0.0,1.0
23_4_1191_669_1481_717_1475_817_1197_770.jpeg,সরকার,,0.0,1.0
24_0_10_139_43_136_44_151_14_159.jpeg,এসো,,0.0,1.0
24_1_135_41_143_68_94_97_76_72.jpeg,পুরাই পাংখা,,0.0,1.0
24_2_58_296_95_289_95_311_65_312.jpeg,মামা,,0.0,1.0
24_3_376_240_395_249_391_266_366_257.jpeg,রৈ,,0.0,1.0
24_4_383_220_404_224_400_247_379_237.jpeg,রৈ,,0.0,1.0
24_5_384_163_400_168_398_218_377_207.jpeg,ব্যাপার,£/81)7,0.42,1.0
24_6_311_24_404_37_400_72_313_72.jpeg,সাকরাইন,,0.0,1.0
24_7_371_271_391_286_363_311_339_302.jpeg,কান্ড,,0.0,1.0
24_8_79_150_337_160_303_242_96_226.jpeg,ক্যামেল,,0.0,1.0
24_9_13_158_63_151_61_176_20_182.jpeg,বৈশাখ,,0.0,1.0
24_10_57_39_122_12_128_44_76_66.jpeg,পুরাই,,0.0,1.0
24_11_43_135_61_141_61_151_42_155.jpeg,হে,৫.,0.3,1.0
25_0_35_302_109_305_100_331_38_325.jpeg,নিগ্রহ বন্ধ কর,,0.0,1.0
25_1_53_287_103_290_100_311_59_308.jpeg,নার্স,,0.0,1.0
25_2_521_666_678_631_672_696_545_717.jpeg,প্রতিশ্রুতি,,0.0,1.0
25_3_734_628_808_616_817_663_746_684.jpeg,বেতন,নর!,0.51,1.0
25_4_728_684_811_663_823_705_720_717.jpeg,দাবিতে,,0.0,1.0
25_5_817_675_945_642_942_678_829_708.jpeg,আন্দোলনে,,0.0,1.0
25_6_939_642_992_634_992_657_939_678.jpeg,নেতৃত্ব,,0.0,1.0
25_7_989_625_1025_619_1028_654_992_654.jpeg,কারী,,0.0,1.0
25_8_687_637_725_634_728_675_681_681.jpeg,মত,,0.0,1.0
25_9_877_595_974_583_989_634_888_645.jpeg,নিরসনের,[বিজ,0.07,1.0
25_10_802_616_880_607_885_645_814_660.jpeg,বৈষম্য,,0.0,1.0
25_11_983_577_1042_568_1040_616_983_631.jpeg,দাবিতে,,0.0,1.0
26_0_453_313_510_316_510_349_454_348.jpeg,ঝড়,,0.0,1.0
26_1_162_195_208_192_207_208_187_208_164_208.jpeg,বাড়ি,,0.0,1.0
26_2_172_173_209_168_207_190_171_192.jpeg,জমি,ভাত,0.07,1.0
26_3_296_127_303_139_287_154_278_143.jpeg,জয়ী,,0.0,1.0
27_0_464_216_531_216_531_249_464_249.jpeg,এবার,,0.0,1.0
27_1_620_209_726_209_726_251_620_251.jpeg,পরিবর্তন,,0.0,1.0
27_2_354_344_410_344_410_361_354_361.jpeg,বাংলায়,,0.0,1.0
27_3_459_341_521_341_521_360_459_360.jpeg,পরিবর্তন,,0.0,1.0
27_4_620_486_657_486_657_501_620_501.jpeg,এবার,,0.0,1.0
27_5_657_480_704_480_704_503_657_503.jpeg,আসল,,0.0,1.0
27_6_644_500_686_500_686_521_644_521.jpeg,এবার,10),0.42,1.0
27_7_684_500_740_500_740_521_684_521.jpeg,বিজেপি,,0.0,1.0
27_8_808_333_841_336_841_366_819_369.jpeg,দিন,,0.0,1.0
27_9_369_275_422_272_422_299_377_299.jpeg,বিজেপি,,0.0,1.0
27_10_466_433_538_438_541_463_469_469.jpeg,কোভিড,,0.0,1.0
27_11_547_441_575_441_575_458_547_458.jpeg,১৯,,0.0,1.0
27_12_620_340_696_340_696_359_620_359.jpeg,বিজেপিকে,,0.0,1.0
27_13_411_344_456_344_456_361_411_361.jpeg,আসল,,0.0,1.0
27_14_578_342_618_342_618_359_578_359.jpeg,এবার,এবার,0.93,0.0
27_15_705_480_764_480_764_501_705_501.jpeg,পরিবর্তন,,0.0,1.0
27_16_507_248_582_248_582_288_507_288.jpeg,এবার,,0.0,1.0
27_17_587_245_681_245_681_282_587_282.jpeg,বিজেপি,,0.0,1.0
27_18_105_497_308_500_305_588_111_594.jpeg,ধর্মঘট,,0.0,1.0
27_19_525_344_575_344_575_359_525_359.jpeg,আনতে,,0.0,1.0
27_20_534_215_615_215_615_249_534_249.jpeg,আসল,"আসল,",0.12,0.3333
27_21_777_333_813_333_813_366_775_366.jpeg,ভোট,,0.0,1.0
28_0_18_137_112_137_112_161_18_161.jpeg,বাংলাদেশে,,0.0,1.0
28_1_323_131_362_129_368_150_327_153.jpeg,উপর,উপর,0.91,0.0
28_2_250_131_321_133_324_160_246_162.jpeg,হিন্দুদের,,0.0,1.0
28_3_76_166_208_164_208_190_77_193.jpeg,আক্রমণের,,0.0,1.0
28_4_189_136_245_133_245_160_189_162.jpeg,মন্দির,,0.0,1.0
28_5_115_135_143_133_146_159_113_161.jpeg,মা,,0.0,1.0
28_6_204_163_296_165_298_190_206_191.jpeg,বিরুদ্ধে,,0.0,1.0
29_0_390_131_468_122_476_152_391_162.jpeg,ডেঙ্গুরানী।,,0.0,1.0
29_1_417_106_467_96_465_121_417_128.jpeg,জানি,ঞ,0.28,1.0
29_2_305_116_375_112_377_134_310_142.jpeg,কথায়,,0.0,1.0
29_3_262_124_307_121_310_142_267_148.jpeg,সত্য,,0.0,1.0
29_4_378_111_421_103_416_126_409_126_382_129.jpeg,কষ্ট,,0.0,1.0
29_5_264_144_386_132_396_158_271_178.jpeg,হাওয়াইচঠি,খাট লী হাওয়া,0.64,0.9
30_0_428_511_570_511_570_547_428_547.jpeg,২০২cনারী,২০২৫নার্নী,0.4,0.375
30_1_438_322_760_322_723_469_438_438.jpeg,কম্মটি,,0.0,1.0
30_2_426_44_445_44_445_61_426_61.jpeg,এন্ড,,0.0,1.0
30_3_447_44_506_44_506_62_447_62.jpeg,ডায়মন্ডস,,0.0,1.0
30_4_147_62_223_62_223_86_147_86.jpeg,উইনডোজ,,0.0,1.0
30_5_224_69_265_69_265_88_224_88.jpeg,প্রযোজি,,0.0,1.0
30_6_291_466_382_466_382_490_291_490.jpeg,পরিচালনায়,,0.0,1.0
30_7_209_516_317_516_317_557_209_557.jpeg,শুভমুক্তি,,0.0,1.0
30_8_317_516_362_516_362_546_317_546.jpeg,৬ই,৬%১,0.2,1.0
30_9_577_511_657_511_657_545_577_545.jpeg,দিবসে,,0.0,1.0
30_10_156_184_425_200_406_341_137_334.jpeg,ব্রহ্মা,,0.0,1.0
30_11_115_350_416_309_428_450_144_507.jpeg,গোপন,,0.0,1.0
30_12_394_212_701_200_698_294_406_328.jpeg,জানেন,,0.0,1.0
30_13_389_458_456_458_456_491_389_491.jpeg,অরিত্র,,0.0,1.0
30_14_228_34_280_34_280_59_228_59.jpeg,নন্দিতা,,0.0,1.0
30_15_379_41_425_41_425_61_379_61.jpeg,গোল্ড,,0.0,1.0
30_16_456_457_577_457_577_496_456_496.jpeg,মুখ্যেপাধ্যায়,,0.0,1.0
31_0_159_147_310_151_305_216_156_213.jpeg,প্লেট,,0.0,1.0
31_1_2_149_159_146_149_214_0_216.jpeg,নেম,বন্য,0.0,1.0
32_0_70_457_151_450_145_488_68_490.jpeg,কাসুন্দিয়া,,0.0,1.0
32_1_161_455_220_457_223_475_160_476.jpeg,এলাকার,,0.0,1.0
32_2_217_456_264_450_260_472_215_476.jpeg,অতি,,0.0,1.0
32_3_261_452_308_447_304_472_266_477.jpeg,প্রাচীন,,0.0,1.0
32_4_254_493_304_489_302_506_261_507.jpeg,সংস্কার,,0.0,1.0
33_0_131_34_208_27_205_136_134_129.jpeg,সুগত,,0.0,1.0
33_1_215_30_325_34_320_178_214_156.jpeg,বসু,,0.0,1.0
33_2_313_91_363_91_354_160_316_153.jpeg,জয়ী,,0.0,1.0
33_3_331_45_390_46_381_93_328_82.jpeg,কে,,0.0,1.0
34_0_1_6_21_0_47_52_37_71.jpeg,তিষ্টান,,0.0,1.0
34_1_2_243_58_235_51_282_5_294.jpeg,উন্ট,,0.0,1.0
35_0_0_59_358_46_367_195_32_208.jpeg,কমলা,,0.0,1.0
35_1_362_23_633_22_628_190_380_199.jpeg,স্টোর্স,,0.0,1.0
35_2_210_211_356_213_354_237_210_244.jpeg,শিবতলা,,0.0,1.0
35_3_61_214_189_211_191_244_59_241.jpeg,তেমাথা,,0.0,1.0
35_4_380_218_574_215_574_242_385_249.jpeg,চন্দননগর,,0.0,1.0
36_0_672_1124_781_1124_781_1166_672_1166.jpeg,চিহ্নে,,0.0,1.0
36_1_788_1121_889_1117_889_1173_791_1173.jpeg,ভোট,,0.0,1.0
36_2_599_1112_664_1119_667_1170_577_1170.jpeg,এই,,0.0,1.0
36_3_683_133_1235_129_1232_234_697_234.jpeg,সর্বভারতীয়,,0.0,1.0
36_4_1749_13_1981_26_1989_133_1744_146.jpeg,বিধান,,0.0,1.0
36_5_1237_13_1728_34_1728_144_1269_146.jpeg,ভবানীপুর,12 ৫ চ৭.,0.4367,1.0
36_6_784_10_1242_40_1234_149_770_133.jpeg,সেপ্টেম্বর,,0.0,1.0
36_7_464_26_773_37_760_117_464_114.jpeg,৩০শে,,0.0,1.0
36_8_896_1128_975_1128_975_1168_896_1168.jpeg,দিন,দলে,0.53,0.6667
36_9_21_408_840_434_757_728_48_744.jpeg,মমতা,,0.0,1.0
36_10_1255_137_1585_151_1576_253_1251_251.jpeg,তৃণমূল,,0.0,1.0
36_11_1314_263_1677_280_1658_434_1306_416.jpeg,মেয়ে,,0.0,1.0
36_12_34_226_858_250_877_392_50_389.jpeg,ভবানীপুরের,,0.0,1.0
36_13_49_84_685_121_685_222_67_211.jpeg,উপনির্বাচনে,,0.0,1.0
36_14_29_13_437_8_434_112_37_90.jpeg,আগামী,,0.0,1.0
36_15_1599_139_1965_151_1964_241_1588_249.jpeg,কংগ্রেস,,0.0,1.0
36_16_893_264_1280_272_1266_408_936_402.jpeg,ঘরের,,0.0,1.0
37_0_227_278_335_278_335_315_227_315.jpeg,দেখতে,,0.0,1.0
37_1_439_213_530_228_523_264_474_256_436_251.jpeg,ভারতের,,0.0,1.0
37_2_477_274_571_283_571_319_468_314.jpeg,আতঙ্কবাদ,,0.0,1.0
37_3_413_261_471_268_477_269_475_321_408_310.jpeg,নতুন,তন,0.44,0.5
37_4_295_232_415_232_412_274_311_273.jpeg,অন্ধকার,,0.0,1.0
37_5_289_167_390_199_384_237_277_213.jpeg,প্রদীপের,,0.0,1.0
37_6_342_281_398_281_402_321_343_314.jpeg,পাচ্ছে,,0.0,1.0
37_7_520_232_579_237_574_276_516_274.jpeg,বুকে,,0.0,1.0
37_8_332_320_421_322_416_358_334_360.jpeg,সরকার,,0.0,1.0
38_0_400_294_640_308_651_362_409_346.jpeg,হোয়াইটচ্যাপেল,,0.0,1.0
38_1_657_316_747_327_747_379_659_365.jpeg,স্টেশন,,0.0,1.0
39_0_823_233_962_215_962_249_834_271.jpeg,মাইক্রোওভেনে,,0.0,1.0
39_1_270_200_768_34_752_263_294_412.jpeg,হ্যাংলা,,0.0,1.0
39_2_791_55_985_0_1001_55_818_130.jpeg,হ্যাংলা,,0.0,1.0
39_3_955_226_1002_223_1014_245_960_253.jpeg,রান্না,রান্না |,0.725,0.1667
40_0_188_569_869_561_869_664_180_677.jpeg,আমরণ,,0.0,1.0
40_1_0_625_1188_664_1200_796_777_797_0_803.jpeg,অনশন,,0.0,1.0
41_0_126_24_332_26_311_91_136_88.jpeg,সালার,,0.0,1.0
42_0_442_217_595_209_595_264_457_283.jpeg,হোটেল,,0.0,1.0
42_1_215_239_306_239_311_291_212_288.jpeg,ইয়ং,,0.0,1.0
42_2_311_227_435_224_432_286_316_291.jpeg,বেঙ্গল,,0.0,1.0
43_0_287_347_347_352_347_392_277_386.jpeg,"হউক,",,0.0,1.0
43_1_333_308_386_308_386_326_333_326.jpeg,বাংলার,"বাথন্নার,",0.22,0.8333
43_2_413_310_468_310_468_327_413_327.jpeg,বাংলার,স্বালাল:,0.0,0.8333
43_3_330_324_384_324_384_343_330_343.jpeg,বাংলার,বাহন্নাল,0.56,0.8333
43_4_383_329_412_329_412_341_383_341.jpeg,ঘরে,,0.0,1.0
43_5_410_329_434_329_434_343_410_343.jpeg,যত,,0.0,1.0
43_6_432_329_462_329_462_344_432_344.jpeg,ভাই,"ভাই,",0.6,0.3333
43_7_308_269_350_269_349_290_311_290.jpeg,দ্বেষ,,0.0,1.0
43_8_360_267_393_269_393_292_359_293.jpeg,"হিংসা,","ভিংসা,",0.86,0.1667
43_9_505_357_575_353_575_387_513_387.jpeg,হউক..,,0.0,1.0
43_10_350_362_394_362_386_386_357_387.jpeg,এক,,0.0,1.0
43_11_474_365_519_363_511_384_472_392.jpeg,এক,"তি,",0.17,1.5
43_12_238_347_281_350_276_379_230_379.jpeg,এক,,0.0,1.0
43_13_344_396_370_399_367_413_339_417.jpeg,১ল,,0.0,1.0
43_14_427_397_466_397_459_417_446_417_426_409_425_417.jpeg,১৪২৮,৯৪২৮,0.67,0.25
43_15_635_306_695_313_690_334_651_336.jpeg,বাংলা,,0.0,1.0
43_16_459_330_493_330_493_345_459_345.jpeg,বোন,বোন,0.76,0.0
43_17_641_350_695_355_692_378_649_381.jpeg,ভাবনা,,0.0,1.0
43_18_441_269_498_272_501_293_445_290.jpeg,বিপরীতে,বিপরীতে,0.36,0.0
43_19_391_266_456_267_450_288_401_288.jpeg,বিভেদের,,0.0,1.0
43_20_383_311_415_311_415_326_383_326.jpeg,"প্রাণ,",,0.0,1.0
44_0_104_19_490_23_481_87_110_64.jpeg,রড়বাজারের,কি এ,0.385,1.0
44_1_487_10_634_21_643_74_487_68.jpeg,দরে,,0.0,1.0
44_2_19_93_300_85_302_217_25_213.jpeg,পুরাতন,,0.0,1.0
44_3_551_81_743_66_732_217_547_198.jpeg,রূপা,এ রি 08| ৃ,0.2475,1.5
44_4_473_211_585_209_585_271_468_266.jpeg,হয়,,0.0,1.0
44_5_144_200_311_194_302_262_129_247.jpeg,খরিদ,,0.0,1.0
44_6_317_209_481_207_464_266_328_260.jpeg,করা,,0.0,1.0
44_7_490_93_545_93_541_189_481_189.jpeg,ও,,0.0,1.0
44_8_308_68_517_74_492_207_306_207.jpeg,সোনা,,0.0,1.0
45_0_349_400_416_400_416_427_349_427.jpeg,"১৫,বহি","১৫, বা;",0.0,0.3333
45_1_654_395_726_395_726_420_654_420.jpeg,-৭০০,,0.0,1.0
45_2_568_301_828_285_815_375_616_377_564_378.jpeg,পাঠমন্দির,গঠমান্ধর,0.13,0.5556
45_3_295_272_382_275_365_385_295_381.jpeg,শ্রী,,0.0,1.0
45_4_388_285_561_295_555_381_369_385.jpeg,অরবিন্দ,,0.0,1.0
45_5_494_256_542_266_529_285_497_288.jpeg,স্থাপিত -১,,0.0,1.0
45_6_581_259_609_253_606_282_565_282.jpeg,আগষ্ট ১,আগষ্ট ১,0.05,0.0
45_7_725_395_779_395_779_419_725_419.jpeg,০৭৩,0৭5৩,0.56,0.6667
45_8_574_395_661_395_661_420_574_420.jpeg,কলকাতা-,,0.0,1.0
45_9_448_398_522_398_522_424_448_424.jpeg,চ্যাটার্জি,,0.0,1.0
45_10_390_400_444_400_444_424_390_424.jpeg,বঙ্কিম,,0.0,1.0
46_0_65_62_157_55_152_98_70_108.jpeg,চমক,৮ত-৩৫+  পারচ্া8-8. ১,0.2333,5.3333
